Plaid Category ID,Plaid Top Level Category Name,Plaid Category Name,IRS Category ID,IRS Category Name,Flag,Notes,
19024000,Shops,Shops > Florists,10,Supplies,,,
19025000,Shops,Shops > Food and Beverage Store,12,Meals & Entertainment,,,
19025001,Shops,Shops > Food and Beverage Store > Specialty,12,Meals & Entertainment,,,
19025002,Shops,Shops > Food and Beverage Store > Health Food,12,Meals & Entertainment,,,
19025003,Shops,Shops > Food and Beverage Store > Farmers Markets,12,Meals & Entertainment,,,
19025004,Shops,"Shops > Food and Beverage Store > Beer, Wine and Spirits",12,Meals & Entertainment,,,
19026000,Shops,Shops > Fuel Dealer,10,Supplies,,,
19027000,Shops,Shops > Furniture and Home Decor,10,Supplies,,,
19028000,Shops,Shops > Gift and Novelty,10,Supplies,,,
19029000,Shops,Shops > Glasses and Optometrist,10,Supplies,,,
19030000,Shops,Shops > Hardware Store,10,Supplies,,,
19031000,Shops,Shops > Hobby and Collectibles,10,Supplies,,,
19032000,Shops,Shops > Industrial Supplies,10,Supplies,,,
19033000,Shops,Shops > Jewelry and Watches,10,Supplies,,,
19034000,Shops,Shops > Luggage,10,Supplies,,,
19035000,Shops,Shops > Marine Supplies,10,Supplies,,,
19036000,Shops,"Shops > Music, Video and DVD",15,Research,,,
19037000,Shops,Shops > Musical Instruments,4,Big Equipment,,,
19038000,Shops,Shops > Newsstands,14,Magazines & Books,,,
19039000,Shops,Shops > Office Supplies,10,Supplies,,,
19040000,Shops,Shops > Outlet,10,Supplies,,,
19040001,Shops,Shops > Outlet > Women's Store,10,Supplies,,,
19040002,Shops,Shops > Outlet > Swimwear,10,Supplies,,,
19040003,Shops,Shops > Outlet > Shoe Store,10,Supplies,,,
19040004,Shops,Shops > Outlet > Men's Store,10,Supplies,,,
19040005,Shops,Shops > Outlet > Lingerie Store,10,Supplies,,,
19040006,Shops,Shops > Outlet > Kids' Store,10,Supplies,,,
19040007,Shops,Shops > Outlet > Boutique,10,Supplies,,,
19040008,Shops,Shops > Outlet > Accessories Store,10,Supplies,,,
19041000,Shops,Shops > Pawn Shops,10,Supplies,,,
19042000,Shops,Shops > Pets,10,Supplies,,,
19043000,Shops,Shops > Pharmacies,10,Supplies,,,
19044000,Shops,Shops > Photos and Frames,10,Supplies,,,
19045000,Shops,Shops > Shopping Centers and Malls,10,Supplies,,,
19046000,Shops,Shops > Sporting Goods,10,Supplies,,,
19047000,Shops,Shops > Supermarkets and Groceries,10,Supplies,,,
19048000,Shops,Shops > Tobacco,10,Supplies,,,
19049000,Shops,Shops > Toys,10,Supplies,,,
19050000,Shops,Shops > Vintage and Thrift,10,Supplies,,,
19051000,Shops,Shops > Warehouses and Wholesale Stores,10,Supplies,,,
19052000,Shops,Shops > Wedding and Bridal,10,Supplies,,,
19053000,Shops,Shops > Wholesale,10,Supplies,,,
19054000,Shops,Shops > Lawn and Garden,10,Supplies,,,
20000000,Tax,Tax,98,Income Taxes Paid,flag,FLAG FOR CLIENT REVIEW,
20001000,Tax,Tax > Refund,0,Ignore,,,
20002000,Tax,Tax > Payment,98,Income Taxes Paid,,,
21000000,Transfer,Transfer,1000,***,flag,FLAG FOR CLIENT REVIEW,*positive number = Gross Income || negative number = Independent Contractors
21001000,Transfer,Transfer > Internal Account Transfer,0,Ignore,,,
21002000,Transfer,Transfer > ACH,3,Independent Contractors,flag,FLAG FOR CLIENT REVIEW,
21003000,Transfer,Transfer > Billpay,3,Independent Contractors,flag,FLAG FOR CLIENT REVIEW,
21004000,Transfer,Transfer > Check,99,Gross Income,,,
21005000,Transfer,Transfer > Credit,3,Independent Contractors,flag,FLAG FOR CLIENT REVIEW,
21006000,Transfer,Transfer > Debit,99,Gross Income,flag,FLAG FOR CLIENT REVIEW,
21007000,Transfer,Transfer > Deposit,99,Gross Income,flag,FLAG FOR CLIENT REVIEW,
21007001,Transfer,Transfer > Deposit > Check,99,Gross Income,flag,FLAG FOR CLIENT REVIEW,
21007002,Transfer,Transfer > Deposit > ATM,99,Gross Income,flag,FLAG FOR CLIENT REVIEW,
21008000,Transfer,Transfer > Keep the Change Savings Program,0,Ignore,,,
21009000,Transfer,Transfer > Payroll,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21009001,Transfer,Transfer > Payroll > Benefits,3,Independent Contractors,,,
21010000,Transfer,Transfer > Third Party,1000,***,,,
21010001,Transfer,Transfer > Third Party > Venmo,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010002,Transfer,Transfer > Third Party > Square Cash,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010003,Transfer,Transfer > Third Party > Square,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010004,Transfer,Transfer > Third Party > PayPal,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010005,Transfer,Transfer > Third Party > Dwolla,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010006,Transfer,Transfer > Third Party > Coinbase,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010007,Transfer,Transfer > Third Party > Chase QuickPay,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010008,Transfer,Transfer > Third Party > Acorns,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010009,Transfer,Transfer > Third Party > Digit,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010010,Transfer,Transfer > Third Party > Betterment,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21010011,Transfer,Transfer > Third Party > Plaid,1000,***,,*positive number = Gross Income || negative number = Independent Contractors,
21011000,Transfer,Transfer > Wire,3,Independent Contractors,flag,FLAG FOR CLIENT REVIEW,
21012000,Transfer,Transfer > Withdrawal,0,Ignore,,,
21012001,Transfer,Transfer > Withdrawal > Check,3,Independent Contractors,flag,FLAG FOR CLIENT REVIEW,
21012002,Transfer,Transfer > Withdrawal > ATM,10,Supplies,flag,FLAG FOR CLIENT REVIEW,
21013000,Transfer,Transfer > Save As You Go,0,Ignore,,,
22000000,Travel,Travel,11,Travel,,,
22001000,Travel,Travel > Airlines and Aviation Services,11,Travel,,,
22002000,Travel,Travel > Airports,11,Travel,,,
22003000,Travel,Travel > Boat,11,Travel,,,
22004000,Travel,Travel > Bus Stations,11,Travel,,,
22005000,Travel,Travel > Car and Truck Rentals,11,Travel,,,
22006000,Travel,Travel > Car Service,11,Travel,,,
22006001,Travel,Travel > Car Service > Ride Share,11,Travel,,,
22007000,Travel,Travel > Charter Buses,11,Travel,,,
22008000,Travel,Travel > Cruises,11,Travel,,,
22009000,Travel,Travel > Gas Stations,11,Travel,,,
22010000,Travel,Travel > Heliports,11,Travel,,,
22011000,Travel,Travel > Limos and Chauffeurs,11,Travel,,,
22012000,Travel,Travel > Lodging,11,Travel,,,
22012001,Travel,Travel > Lodging > Resorts,11,Travel,,,
22012002,Travel,Travel > Lodging > Lodges and Vacation Rentals,11,Travel,,,
22012003,Travel,Travel > Lodging > Hotels and Motels,11,Travel,,,
22012004,Travel,Travel > Lodging > Hostels,11,Travel,,,
22012005,Travel,Travel > Lodging > Cottages and Cabins,11,Travel,,,
22012006,Travel,Travel > Lodging > Bed and Breakfasts,11,Travel,,,
22013000,Travel,Travel > Parking,22,Auto Parking,,,
22014000,Travel,Travel > Public Transportation Services,11,Travel,,,
22015000,Travel,Travel > Rail,11,Travel,,,
22016000,Travel,Travel > Taxi,11,Travel,,,
22017000,Travel,Travel > Tolls and Fees,21,Auto Tolls,,,
22018000,Travel,Travel > Transportation Centers,11,Travel,,,
